Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
East Midlands,E12000004,Region,2020-03-09,10,41
England,E92000001,Nation,2020-03-09,125,566
Wolverhampton,E08000031,Upper tier local authority,2020-03-08,1,5
Wirral,E08000015,Upper tier local authority,2020-03-08,2,3
Westminster,E09000033,Upper tier local authority,2020-03-08,1,12
Wandsworth,E09000032,Upper tier local authority,2020-03-08,2,5
Tower Hamlets,E09000030,Upper tier local authority,2020-03-08,1,6
Surrey,E10000030,Upper tier local authority,2020-03-08,2,8
Southwark,E09000028,Upper tier local authority,2020-03-08,2,11
South Gloucestershire,E06000025,Upper tier local authority,2020-03-08,1,1
Slough,E06000039,Upper tier local authority,2020-03-08,3,4
Shropshire,E06000051,Upper tier local authority,2020-03-08,1,2
Sheffield,E08000019,Upper tier local authority,2020-03-08,3,12
Reading,E06000038,Upper tier local authority,2020-03-08,1,1
Oxfordshire,E10000025,Upper tier local authority,2020-03-08,1,10
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-08,1,2
Kent,E10000016,Upper tier local authority,2020-03-08,1,7
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-08,2,19
Islington,E09000019,Upper tier local authority,2020-03-08,1,2
Hillingdon,E09000017,Upper tier local authority,2020-03-08,2,6
Hertfordshire,E10000015,Upper tier local authority,2020-03-08,2,19
Haringey,E09000014,Upper tier local authority,2020-03-08,1,1
Hampshire,E10000014,Upper tier local authority,2020-03-08,1,10
Hackney,E09000012,Upper tier local authority,2020-03-08,1,3
Gloucestershire,E10000013,Upper tier local authority,2020-03-08,1,4
Enfield,E09000010,Upper tier local authority,2020-03-08,1,2
Ealing,E09000009,Upper tier local authority,2020-03-08,1,8
Devon,E10000008,Upper tier local authority,2020-03-08,1,20
Derbyshire,E10000007,Upper tier local authority,2020-03-08,1,8
Cumbria,E10000006,Upper tier local authority,2020-03-08,3,8
Coventry,E08000026,Upper tier local authority,2020-03-08,1,3
Camden,E09000007,Upper tier local authority,2020-03-08,2,6
Buckinghamshire,E10000002,Upper tier local authority,2020-03-08,1,5
Bromley,E09000006,Upper tier local authority,2020-03-08,1,2
